name,charge1,solvent1,ref,alpb,cpcm-x,ddcosmo,directml,cigin,ese-ee-dnn,ese-gb-dnn,uese,ese-pm7,solv-pc,solv-spts,solv-sptv,cpcm,smd,dcosmors,opencosmors,cosmors,err_alpb,err_cpcmx,err_ddcosmo,err_directml,err_cigin,err_ese-ee-dnn,err_ese-gb-dnn,err_uese,err_ese-pm7,err_solv-PC,err_solv-SPTS,err_solv-SPTV,err_cpcm,err_smd,err_dcosmors,err_dcosmors-add,err_opencosmors,err_cosmors-1601,datapoint,solvent2
1r-tetramethrin,0,octanol,-16.565,-18.082183331867583,-18.370821140837773,-8.309920325772,-16.83282453336013,-12.526678085307315,-20.117867730248257,-18.83162764232276,-21.520668750527268,-11.977737846745123,-18.04263927639218,-21.941875260881982,-27.983850813093675,-10.88026250126262,-15.175782493817824,-16.281503342065932,-16.369256356482254,-15.49557467292149,-1.5171833318675816,-1.805821140837772,8.255079674228002,-0.2678245333601303,4.038321914692684,-3.552867730248256,-2.2666276423227565,-4.955668750527266,4.587262153254876,-1.4776392763921784,-5.376875260881981,-11.418850813093671,5.68473749873738,1.3892175061821774,0.2834966579340694,-1.267899859740659,0.1957436435177477,1.0694253270785108,gsolv,
rs-iprovalicarb,0,octanol,-15.951,-18.39535178692553,-16.268573067620217,-6.999873067443552,-21.459089427818984,-15.69264984128829,-19.749999999934744,-9.789999999961871,-24.339999999946308,-16.260000000027908,-15.129999999979988,-19.520000000037367,-26.009999999970407,-10.56170878473875,-15.337958079086944,-16.858994771946996,-16.15821838392518,-13.874528697163788,-2.4443517869255302,-0.3175730676202164,8.951126932556448,-5.508089427818984,0.2583501587117105,-3.7989999999347432,6.161000000038127,-8.388999999946307,-0.3090000000279076,0.8210000000200122,-3.5690000000373665,-10.058999999970409,5.389291215261251,0.6130419209130569,-0.9079947719469956,-2.9504090235600806,-0.2072183839251806,2.0764713028362127,gsolv,
1-nitroguanidin,0,octanol,-16.278,-11.40320817114436,-9.108908458533994,-5.88570711912029,-10.168845091127762,-13.196017265326889,-13.560338164466264,-11.125976239213012,-11.423141451344115,-13.921651537741894,-12.400615098315708,-11.760426478252862,-11.060426478234856,-9.896013660366249,-8.436521953510107,-15.716983057648385,-9.350784106659786,-7.309998551672955,4.874791828855638,7.169091541466004,10.392292880879708,6.109154908872236,3.081982734673112,2.7176618355337343,5.152023760786987,4.854858548655884,2.3563484622581043,3.877384901684291,4.517573521747137,5.217573521765143,6.38198633963375,7.841478046489891,0.5610169423516158,-2.372411900349878,6.927215893340213,8.968001448327044,gsolv,
"1,1-dimethyl-3,3,4,4,5,5-hexabromo--2,2-bipyrrole",0,octanol,-15.774,-18.06300175282297,-18.31920489155341,-6.0085442094992985,-16.792912300717546,-13.26329994196498,-15.509753257805714,-16.559999999459812,-20.47725974581797,-16.000909331751227,-13.026693275316171,-12.13340128664328,-15.853461013087792,-5.947994808075062,-13.837091338382423,-15.887937130128089,-16.107430744610493,-15.998922348584587,-2.289001752822971,-2.5452048915534125,9.7654557905007,-1.0189123007175471,2.5107000580350185,0.2642467421942847,-0.785999999459813,-4.703259745817976,-0.2269093317512283,2.747306724683828,3.64059871335672,-0.0794610130877941,9.826005191924937,1.936908661617576,-0.1139371301280895,-2.398739173487206,-0.333430744610494,-0.2249223485845881,gsolv,
"1,2,3,4-dibenzanthracene",0,octanol,-16.524,-12.001644975532178,-13.49792283316016,-0.2954698580100445,-17.805348195833204,-13.26239681237908,-15.660000000022666,-15.969999999958793,-19.78999999995412,-11.88999999990888,-17.439999999886027,-18.40999999992779,-19.909999999940897,-7.519285898054908,-13.62304369834732,-12.506325906888009,-13.712260246448604,-14.077368115178116,4.522355024467823,3.0260771668398423,16.228530141989957,-1.2813481958332034,3.2616031876209206,0.8639999999773345,0.55400000004121,-3.265999999954115,4.63400000009112,-0.9159999998860258,-1.8859999999277903,-3.3859999999408963,9.004714101945094,2.9009563016526805,4.017674093111994,2.122208451780482,2.8117397535513984,2.446631884821885,gsolv,
"1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin",0,octanol,-15.583,-12.705729043079783,-15.583552426999272,-2.739778573106376,-15.083037290334351,-12.35931682675036,-13.03000000053236,-16.03000000027321,-17.260000000226885,-6.860000000326266,-16.539999999878162,-15.280000000266655,-17.610000000325062,-3.8469284699130686,-8.179079829066708,-12.980852318404729,-13.665765762313464,-13.683013512458636,2.8772709569202157,-0.0005524269992722,12.843221426893624,0.4999627096656489,3.2236831732496416,2.552999999467641,-0.4470000002732082,-1.6770000002268848,8.722999999673736,-0.9569999998781622,0.302999999733343,-2.027000000325062,11.736071530086932,7.403920170933292,2.6021476815952718,0.6525491236795631,1.9172342376865377,1.899986487541364,gsolv,
"1,2,3,4,6,7,8,9-octachlorodibenzo-p--dioxin",0,octanol,-18.161,-12.698124748047976,-16.102312725360093,-2.317087843441219,-15.7399425129133,-12.327544212524131,-12.469999999975776,-16.340000000066656,-17.81000000013657,-8.059999999766033,-17.009999999749102,-15.57999999998392,-18.229999999911957,-3.595680429944514,-8.126072502572876,-13.224784134289685,-14.221105575666304,-14.119621649941154,5.462875251952026,2.058687274639908,15.843912156558783,2.421057487086701,5.833455787475868,5.691000000024227,1.8209999999333453,0.3509999998634328,10.101000000233968,1.1510000002508995,2.581000000016081,-0.0689999999119521,14.565319570055488,10.034927497427123,4.936215865710317,2.9860099959222346,3.9398944243336977,4.041378350058848,gsolv,
"1,2,3,4,7,8,9-heptachlorodibenzofuran",0,octanol,-15.596,-12.753181489545735,-14.880927503398066,-2.8988072804812632,-14.32064127245451,-12.780230522502634,-12.53999999965298,-15.899999999853549,-15.909999999929733,-5.729999999707629,-15.089999999960616,-13.74000000023418,-15.71999999962369,-3.3518680148342286,-8.153887782861556,-12.347724918123046,-12.634259223416247,-12.85489949784949,2.842818510454265,0.715072496601934,12.697192719518736,1.2753587275454894,2.8157694774973656,3.056000000347021,-0.3039999998535485,-0.3139999999297309,9.86600000029237,0.5060000000393838,1.8559999997658192,-0.12399999962369,12.244131985165772,7.442112217138444,3.2482750818769546,1.2900037577322578,2.9617407765837527,2.741100502150511,gsolv,
"1h-purin-6-amine,-n-phenylmethyl-",0,octanol,-17.547,-16.111183441310967,-18.013943280915193,-6.158563456135361,-19.27288203695669,-16.460319519130632,-13.153305294377937,-17.29778402222605,-21.25611220313222,-16.695345826964118,-21.56440228985818,-22.19410697496581,-23.269972640912016,-15.180358898673886,-21.223392155156198,-19.29444662902047,-18.286276905671837,-17.0372192053625,1.4358165586890337,-0.4669432809151921,11.38843654386464,-1.7258820369566903,1.0866804808693686,4.393694705622066,0.2492159777739502,-3.709112203132218,0.8516541730358824,-4.017402289858179,-4.6471069749658085,-5.722972640912015,2.366641101326115,-3.6763921551561936,-1.7474466290204695,-5.183312938593989,-0.7392769056718329,0.5097807946374999,gsolv,
2-[n-ethyl-4-[4-nitrophenyldiazenyl]anilino]ethanol,0,octanol,-20.004,-21.54621412228253,-20.075475700029106,-10.389321951759277,-19.86040225015281,-16.95447349551551,-18.211779054009455,-16.012830676585185,-25.91885394543502,-18.202380415513712,-29.317931988126325,-31.678226033623524,-35.97010966300755,-14.02550854562389,-16.30404910336954,-20.551863828968003,-18.419016364911457,-18.04912609164545,-1.542214122282534,-0.0714757000291044,9.614678048240725,0.1435977498471956,3.04952650448449,1.7922209459905432,3.991169323414816,-5.91485394543502,1.8016195844862888,-9.313931988126324,-11.674226033623524,-15.966109663007549,5.978491454376112,3.6999508966304617,-0.5478638289680013,-2.7081915891698927,1.584983635088545,1.9548739083545463,gsolv,
